"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"St. Clair County, MO"	"29185"	29	9457	306.65	163.26
	"Ste. Genevieve County, MO"	"29186"	38	17914	212.12	157.92
	"St. Francois County, MO"	"29187"	137	65960	207.70	177.09
	"St. Louis County, MO"	"29189"	1264	1001876	126.16	101.54
	"Saline County, MO"	"29195"	53	23347	227.01	186.99
	"Schuyler County, MO"	"29197"	10	4370	Unreliable	Unreliable
	"Scotland County, MO"	"29199"	10	4863	Unreliable	Unreliable
	"Scott County, MO"	"29201"	113	38903	290.47	232.05
	"Shannon County, MO"	"29203"	Suppressed	8329	Suppressed	Suppressed
	"Shelby County, MO"	"29205"	16	6108	Unreliable	Unreliable
	"Stoddard County, MO"	"29207"	70	29867	234.37	172.83
	"Stone County, MO"	"29209"	84	31104	270.06	157.12
	"Sullivan County, MO"	"29211"	21	6411	327.56	227.00
	"Taney County, MO"	"29213"	86	54230	158.58	119.31
	"Texas County, MO"	"29215"	50	25642	194.99	142.00
	"Vernon County, MO"	"29217"	49	21001	233.32	179.06
	"Warren County, MO"	"29219"	65	33253	195.47	162.23
	"Washington County, MO"	"29221"	50	25077	199.39	180.96
	"Wayne County, MO"	"29223"	47	13452	349.39	238.21
	"Webster County, MO"	"29225"	51	36888	138.26	122.82
	"Worth County, MO"	"29227"	Suppressed	2073	Suppressed	Suppressed
	"Wright County, MO"	"29229"	52	18291	284.29	199.61
	"St. Louis city, MO"	"29510"	521	317419	164.14	160.91
	"Beaverhead County, MT"	"30001"	27	9345	288.92	198.86
	"Big Horn County, MT"	"30003"	17	13282	Unreliable	Unreliable
	"Blaine County, MT"	"30005"	12	6619	Unreliable	Unreliable
	"Broadwater County, MT"	"30007"	11	5667	Unreliable	Unreliable
	"Carbon County, MT"	"30009"	14	10399	Unreliable	Unreliable
	"Carter County, MT"	"30011"	Suppressed	1169	Suppressed	Suppressed
	"Cascade County, MT"	"30013"	186	82344	225.88	171.91
	"Chouteau County, MT"	"30015"	18	5894	Unreliable	Unreliable
	"Custer County, MT"	"30017"	35	12092	289.45	208.97
	"Daniels County, MT"	"30019"	Suppressed	1793	Suppressed	Suppressed
	"Dawson County, MT"	"30021"	18	9518	Unreliable	Unreliable
	"Deer Lodge County, MT"	"30023"	10	9150	Unreliable	Unreliable
	"Fallon County, MT"	"30025"	Suppressed	3108	Suppressed	Suppressed
	"Fergus County, MT"	"30027"	48	11442	419.51	245.94
	"Flathead County, MT"	"30029"	99	94924	104.29	83.62
	"Gallatin County, MT"	"30031"	78	97308	80.16	87.98
	"Garfield County, MT"	"30033"	Suppressed	1309	Suppressed	Suppressed
	"Glacier County, MT"	"30035"	32	13696	233.64	253.29
	"Golden Valley County, MT"	"30037"	Suppressed	852	Suppressed	Suppressed
	"Granite County, MT"	"30039"	Suppressed	3209	Suppressed	Suppressed
	"Hill County, MT"	"30041"	37	16596	222.95	207.96
	"Jefferson County, MT"	"30043"	23	11558	199.00	145.82
	"Judith Basin County, MT"	"30045"	Suppressed	1991	Suppressed	Suppressed
	"Lake County, MT"	"30047"	45	29099	154.64	107.46
	"Lewis and Clark County, MT"	"30049"	158	65856	239.92	202.27
	"Liberty County, MT"	"30051"	10	2359	Unreliable	Unreliable
	"Lincoln County, MT"	"30053"	63	19125	329.41	179.60
	"McCone County, MT"	"30055"	Suppressed	1694	Suppressed	Suppressed
	"Madison County, MT"	"30057"	16	7820	Unreliable	Unreliable
	"Meagher County, MT"	"30059"	Suppressed	1853	Suppressed	Suppressed
	"Mineral County, MT"	"30061"	10	4257	Unreliable	Unreliable
	"Missoula County, MT"	"30063"	159	112684	141.10	134.23
	"Musselshell County, MT"	"30065"	12	4589	Unreliable	Unreliable
	"Park County, MT"	"30067"	33	15880	207.81	137.85
	"Petroleum County, MT"	"30069"	Suppressed	485	Suppressed	Suppressed
	"Phillips County, MT"	"30071"	14	4192	Unreliable	Unreliable
	"Pondera County, MT"	"30073"	22	6219	353.75	223.56
	"Powder River County, MT"	"30075"	Suppressed	1783	Suppressed	Suppressed
	"Powell County, MT"	"30077"	20	6909	289.48	208.41
	"Prairie County, MT"	"30079"	Suppressed	1148	Suppressed	Suppressed
	"Ravalli County, MT"	"30081"	99	41030	241.29	141.62
	"Richland County, MT"	"30083"	19	11576	Unreliable	Unreliable
	"Roosevelt County, MT"	"30085"	32	11332	282.39	316.30
	"Rosebud County, MT"	"30087"	16	9326	Unreliable	Unreliable
	"Sanders County, MT"	"30089"	34	11364	299.19	157.35
	"Sheridan County, MT"	"30091"	Suppressed	3696	Suppressed	Suppressed
	"Silver Bow County, MT"	"30093"	103	34680	297.00	232.46
	"Stillwater County, MT"	"30095"	22	9290	236.81	163.39
	"Sweet Grass County, MT"	"30097"	10	3665	Unreliable	Unreliable
	"Teton County, MT"	"30099"	12	6064	Unreliable	Unreliable
	"Toole County, MT"	"30101"	Suppressed	5150	Suppressed	Suppressed
	"Treasure County, MT"	"30103"	Suppressed	692	Suppressed	Suppressed
	"Valley County, MT"	"30105"	23	7640	301.05	183.13
	"Wheatland County, MT"	"30107"	Suppressed	2102	Suppressed	Suppressed
	"Wibaux County, MT"	"30109"	Suppressed	1121	Suppressed	Suppressed
	"Yellowstone County, MT"	"30111"	301	155634	193.40	160.97
	"Adams County, NE"	"31001"	57	31457	181.20	143.17
	"Antelope County, NE"	"31003"	Suppressed	6398	Suppressed	Suppressed
	"Arthur County, NE"	"31005"	Suppressed	453	Suppressed	Suppressed
	"Banner County, NE"	"31007"	Suppressed	764	Suppressed	Suppressed
	"Blaine County, NE"	"31009"	Suppressed	504	Suppressed	Suppressed
	"Boone County, NE"	"31011"	Suppressed	5353	Suppressed	Suppressed
	"Box Butte County, NE"	"31013"	22	11340	194.00	158.44
	"Boyd County, NE"	"31015"	Suppressed	2033	Suppressed	Suppressed
	"Brown County, NE"	"31017"	Suppressed	2941	Suppressed	Suppressed
	"Buffalo County, NE"	"31019"	51	48224	105.76	100.67
	"Burt County, NE"	"31021"	24	6573	365.13	200.93
	"Butler County, NE"	"31023"	11	8249	Unreliable	Unreliable
	"Cass County, NE"	"31025"	46	25524	180.22	151.79
	"Cedar County, NE"	"31027"	11	8610	Unreliable	Unreliable
	"Chase County, NE"	"31029"	14	3978	Unreliable	Unreliable
	"Cherry County, NE"	"31031"	11	5762	Unreliable	Unreliable
	"Cheyenne County, NE"	"31033"	20	10148	197.08	163.35
	"Clay County, NE"	"31035"	10	6315	Unreliable	Unreliable
	"Colfax County, NE"	"31037"	14	10504	Unreliable	Unreliable
	"Cuming County, NE"	"31039"	11	9027	Unreliable	Unreliable
	"Custer County, NE"	"31041"	17	10728	Unreliable	Unreliable
	"Dakota County, NE"	"31043"	28	20850	134.29	131.87
	"Dawes County, NE"	"31045"	14	9042	Unreliable	Unreliable
	"Dawson County, NE"	"31047"	25	24096	103.75	90.47
	"Deuel County, NE"	"31049"	Suppressed	1940	Suppressed	Suppressed
	"Dixon County, NE"	"31051"	Suppressed	5782	Suppressed	Suppressed
	"Dodge County, NE"	"31053"	80	36744	217.72	154.12
	"Douglas County, NE"	"31055"	744	543244	136.96	144.23
	"Dundy County, NE"	"31057"	11	1886	Unreliable	Unreliable
	"Fillmore County, NE"	"31059"	11	5661	Unreliable	Unreliable
	"Franklin County, NE"	"31061"	Suppressed	3076	Suppressed	Suppressed
	"Frontier County, NE"	"31063"	Suppressed	2705	Suppressed	Suppressed
	"Furnas County, NE"	"31065"	16	4888	Unreliable	Unreliable
	"Gage County, NE"	"31067"	58	21663	267.74	179.13
	"Garden County, NE"	"31069"	Suppressed	1911	Suppressed	Suppressed
	"Garfield County, NE"	"31071"	Suppressed	2003	Suppressed	Suppressed
	"Gosper County, NE"	"31073"	Suppressed	1970	Suppressed	Suppressed
	"Grant County, NE"	"31075"	Suppressed	619	Suppressed	Suppressed
	"Greeley County, NE"	"31077"	Suppressed	2482	Suppressed	Suppressed
	"Hall County, NE"	"31079"	93	61492	151.24	134.62
	"Hamilton County, NE"	"31081"	18	9135	Unreliable	Unreliable
	"Harlan County, NE"	"31083"	Suppressed	3492	Suppressed	Suppressed
	"Hayes County, NE"	"31085"	Suppressed	933	Suppressed	Suppressed
	"Hitchcock County, NE"	"31087"	Suppressed	2901	Suppressed	Suppressed
	"Holt County, NE"	"31089"	17	10403	Unreliable	Unreliable
	"Hooker County, NE"	"31091"	Suppressed	728	Suppressed	Suppressed
	"Howard County, NE"	"31093"	10	6362	Unreliable	Unreliable
	"Jefferson County, NE"	"31095"	26	7335	354.46	215.68
	"Johnson County, NE"	"31097"	14	5185	Unreliable	Unreliable
	"Kearney County, NE"	"31099"	12	6644	Unreliable	Unreliable
	"Keith County, NE"	"31101"	11	8121	Unreliable	Unreliable
	"Keya Paha County, NE"	"31103"	Suppressed	810	Suppressed	Suppressed
	"Kimball County, NE"	"31105"	Suppressed	3713	Suppressed	Suppressed
	"Knox County, NE"	"31107"	23	8482	271.16	136.71
	"Lancaster County, NE"	"31109"	342	301795	113.32	116.13
	"Lincoln County, NE"	"31111"	77	35815	214.99	172.99
	"Logan County, NE"	"31113"	Suppressed	750	Suppressed	Suppressed
	"Loup County, NE"	"31115"	Suppressed	588	Suppressed	Suppressed
	"McPherson County, NE"	"31117"	Suppressed	498	Suppressed	Suppressed
	"Madison County, NE"	"31119"	72	35174	204.70	162.05
	"Merrick County, NE"	"31121"	24	7766	309.04	220.48
	"Morrill County, NE"	"31123"	11	4862	Unreliable	Unreliable
	"Nance County, NE"	"31125"	Suppressed	3570	Suppressed	Suppressed
	"Nemaha County, NE"	"31127"	14	7175	Unreliable	Unreliable
	"Nuckolls County, NE"	"31129"	16	4369	Unreliable	Unreliable
	"Otoe County, NE"	"31131"	42	15797	265.87	191.19
	"Pawnee County, NE"	"31133"	Suppressed	2702	Suppressed	Suppressed
	"Perkins County, NE"	"31135"	Suppressed	2891	Suppressed	Suppressed
	"Phelps County, NE"	"31137"	10	9187	Unreliable	Unreliable
	"Pierce County, NE"	"31139"	20	7202	277.70	173.45
	"Platte County, NE"	"31141"	54	32666	165.31	134.07
	"Polk County, NE"	"31143"	Suppressed	5271	Suppressed	Suppressed
	"Red Willow County, NE"	"31145"	21	10867	193.25	146.24
	"Richardson County, NE"	"31147"	10	8128	Unreliable	Unreliable
	"Rock County, NE"	"31149"	Suppressed	1443	Suppressed	Suppressed
	"Saline County, NE"	"31151"	25	14252	175.41	147.42
	"Sarpy County, NE"	"31153"	186	172193	108.02	129.92
	"Saunders County, NE"	"31155"	37	20919	176.87	129.89
	"Scotts Bluff County, NE"	"31157"	51	36465	139.86	108.82
	"Seward County, NE"	"31159"	29	17150	169.10	123.66
	"Sheridan County, NE"	"31161"	16	5259	Unreliable	Unreliable
	"Sherman County, NE"	"31163"	Suppressed	3074	Suppressed	Suppressed
	"Sioux County, NE"	"31165"	Suppressed	1303	Suppressed	Suppressed
	"Stanton County, NE"	"31167"	Suppressed	6069	Suppressed	Suppressed
	"Thayer County, NE"	"31169"	14	5230	Unreliable	Unreliable
	"Thomas County, NE"	"31171"	Suppressed	687	Suppressed	Suppressed
	"Thurston County, NE"	"31173"	15	6969	Unreliable	Unreliable
	"Valley County, NE"	"31175"	14	4204	Unreliable	Unreliable
	"Washington County, NE"	"31177"	37	20258	182.64	149.39
	"Wayne County, NE"	"31179"	Suppressed	9431	Suppressed	Suppressed
	"Webster County, NE"	"31181"	10	3658	Unreliable	Unreliable
	"Wheeler County, NE"	"31183"	Suppressed	766	Suppressed	Suppressed
	"York County, NE"	"31185"	19	13917	Unreliable	Unreliable
	"Churchill County, NV"	"32001"	38	23989	158.41	129.11
	"Clark County, NV"	"32003"	1975	2069681	95.43	93.40
	"Douglas County, NV"	"32005"	32	47536	67.32	49.52
	"Elko County, NV"	"32007"	60	52766	113.71	153.09
	"Esmeralda County, NV"	"32009"	Suppressed	822	Suppressed	Suppressed
	"Eureka County, NV"	"32011"	Suppressed	2018	Suppressed	Suppressed
	"Humboldt County, NV"	"32013"	Suppressed	17279	Suppressed	Suppressed
	"Lander County, NV"	"32015"	Suppressed	6009	Suppressed	Suppressed
	"Lincoln County, NV"	"32017"	Suppressed	5184	Suppressed	Suppressed
	"Lyon County, NV"	"32019"	75	51789	144.82	100.85
	"Mineral County, NV"	"32021"	Suppressed	4500	Suppressed	Suppressed
	"Nye County, NV"	"32023"	112	42282	264.89	165.84
	"Pershing County, NV"	"32027"	Suppressed	6698	Suppressed	Suppressed
	"Storey County, NV"	"32029"	Suppressed	3912	Suppressed	Suppressed
	"Washoe County, NV"	"32031"	378	440078	85.89	78.18
	"White Pine County, NV"	"32033"	10	10034	Unreliable	Unreliable
	"Carson City, NV"	"32510"	45	54522	82.54	65.18
	"Belknap County, NH"	"33001"	92	60305	152.56	118.54
	"Carroll County, NH"	"33003"	91	47399	191.99	115.47
	"Cheshire County, NH"	"33005"	153	76115	201.01	151.80
	"Coos County, NH"	"33007"	94	31653	296.97	194.18
	"Grafton County, NH"	"33009"	165	89658	184.03	138.47
	"Hillsborough County, NH"	"33011"	669	405184	165.11	146.89
	"Merrimack County, NH"	"33013"	306	147171	207.92	170.89
	"Rockingham County, NH"	"33015"	443	300621	147.36	127.51
	"Strafford County, NH"	"33017"	274	125604	218.15	205.13
	"Sullivan County, NH"	"33019"	93	43103	215.76	154.59
	"Atlantic County, NJ"	"34001"	489	275209	177.68	148.34
	"Bergen County, NJ"	"34003"	885	933572	94.80	74.67
	"Burlington County, NJ"	"34005"	544	449722	120.96	100.08
	"Camden County, NJ"	"34007"	673	511038	131.69	116.88
	"Cape May County, NJ"	"34009"	244	95344	255.92	159.97
	"Cumberland County, NJ"	"34011"	263	157389	167.10	153.23
	"Essex County, NJ"	"34013"	740	795723	93.00	89.29
	"Gloucester County, NJ"	"34015"	434	290951	149.17	134.09
	"Hudson County, NJ"	"34017"	541	669115	80.85	88.25
	"Hunterdon County, NJ"	"34019"	132	126067	104.71	84.52
	"Mercer County, NJ"	"34021"	412	371537	110.89	97.66
	"Middlesex County, NJ"	"34023"	769	836297	91.95	84.50
	"Monmouth County, NJ"	"34025"	732	629279	116.32	97.19
	"Morris County, NJ"	"34027"	470	499727	94.05	77.95
	"Ocean County, NJ"	"34029"	1085	586301	185.06	127.01
	"Passaic County, NJ"	"34031"	517	508856	101.60	96.10
	"Salem County, NJ"	"34033"	145	64715	224.06	180.11
	"Somerset County, NJ"	"34035"	299	332568	89.91	79.21
	"Sussex County, NJ"	"34037"	211	144909	145.61	127.23
	"Union County, NJ"	"34039"	466	552939	84.28	78.47
	"Warren County, NJ"	"34041"	173	106917	161.81	129.60
	"Bernalillo County, NM"	"35001"	873	675551	129.23	118.07
	"Catron County, NM"	"35003"	Suppressed	3556	Suppressed	Suppressed
	"Chaves County, NM"	"35005"	133	65878	201.89	175.75
	"Cibola County, NM"	"35006"	40	27349	146.26	134.21
	"Colfax County, NM"	"35007"	26	12680	205.05	137.21
	"Curry County, NM"	"35009"	54	50969	105.95	112.94
	"DeBaca County, NM"	"35011"	11	1825	Unreliable	Unreliable
	"Dona Ana County, NM"	"35013"	223	213676	104.36	100.60
	"Eddy County, NM"	"35015"	115	56395	203.92	182.16
	"Grant County, NM"	"35017"	52	29096	178.72	126.36
	"Guadalupe County, NM"	"35019"	10	4468	Unreliable	Unreliable
	"Harding County, NM"	"35021"	Suppressed	683	Suppressed	Suppressed
	"Hidalgo County, NM"	"35023"	Suppressed	4560	Suppressed	Suppressed
	"Lea County, NM"	"35025"	80	69999	114.29	128.83
	"Lincoln County, NM"	"35027"	46	19706	233.43	145.72
	"Los Alamos County, NM"	"35028"	10	17682	Unreliable	Unreliable
	"Luna County, NM"	"35029"	41	24673	166.17	127.02
	"McKinley County, NM"	"35031"	31	74098	41.84	51.46
	"Mora County, NM"	"35033"	10	4592	Unreliable	Unreliable
	"Otero County, NM"	"35035"	128	65082	196.67	167.74
	"Quay County, NM"	"35037"	23	8501	270.56	166.65
	"Rio Arriba County, NM"	"35039"	94	39777	236.32	225.62
	"Roosevelt County, NM"	"35041"	26	19536	133.09	135.53
	"Sandoval County, NM"	"35043"	157	137608	114.09	108.26
	"San Juan County, NM"	"35045"	130	123785	105.02	102.72
	"San Miguel County, NM"	"35047"	65	28239	230.18	183.89
	"Santa Fe County, NM"	"35049"	152	148164	102.59	84.58
	"Sierra County, NM"	"35051"	57	11325	503.31	238.11
	"Socorro County, NM"	"35053"	36	17310	207.97	170.33
	"Taos County, NM"	"35055"	36	33084	108.81	76.52
	"Torrance County, NM"	"35057"	50	15611	320.29	228.18
	"Union County, NM"	"35059"	10	4297	Unreliable	Unreliable
	"Valencia County, NM"	"35061"	111	75817	146.41	131.98
	"Albany County, NY"	"36001"	351	308171	113.90	96.39
	"Allegany County, NY"	"36003"	84	47736	175.97	132.17
	"Bronx County, NY"	"36005"	1086	1438159	75.51	78.64
	"Broome County, NY"	"36007"	262	197349	132.76	104.17
	"Cattaraugus County, NY"	"36009"	138	78600	175.57	131.49
	"Cayuga County, NY"	"36011"	153	78823	194.11	148.00
	"Chautauqua County, NY"	"36013"	220	132053	166.60	126.68
	"Chemung County, NY"	"36015"	184	87770	209.64	159.76
	"Chenango County, NY"	"36017"	118	49426	238.74	173.01
	"Clinton County, NY"	"36019"	152	81632	186.20	155.48
	"Columbia County, NY"	"36021"	99	62122	159.36	101.93
	"Cortland County, NY"	"36023"	64	49024	130.55	112.96
	"Delaware County, NY"	"36025"	104	46581	223.27	142.55
	"Dutchess County, NY"	"36027"	381	296579	128.46	108.63
	"Erie County, NY"	"36029"	1670	922835	180.96	140.93
	"Essex County, NY"	"36031"	85	38679	219.76	143.70
	"Franklin County, NY"	"36033"	91	51262	177.52	143.84
	"Fulton County, NY"	"36035"	117	54105	216.25	157.98
	"Genesee County, NY"	"36037"	88	59162	148.74	110.30
	"Greene County, NY"	"36039"	93	47967	193.88	134.54
	"Hamilton County, NY"	"36041"	13	4715	Unreliable	Unreliable
	"Herkimer County, NY"	"36043"	132	63744	207.08	146.14
	"Jefferson County, NY"	"36045"	209	119103	175.48	183.96
	"Kings County, NY"	"36047"	1108	2621793	42.26	42.11
	"Lewis County, NY"	"36049"	65	27220	238.80	176.95
	"Livingston County, NY"	"36051"	79	64586	122.32	97.38
	"Madison County, NY"	"36053"	126	72369	174.11	146.36
	"Monroe County, NY"	"36055"	1020	749857	136.03	110.68
	"Montgomery County, NY"	"36057"	78	49779	156.69	119.86
	"Nassau County, NY"	"36059"	986	1358627	72.57	58.04
	"New York County, NY"	"36061"	902	1636268	55.13	48.74
	"Niagara County, NY"	"36063"	424	213525	198.57	145.23
	"Oneida County, NY"	"36065"	390	232871	167.47	133.37
	"Onondaga County, NY"	"36067"	784	468196	167.45	137.13
	"Ontario County, NY"	"36069"	207	109707	188.68	138.09
	"Orange County, NY"	"36071"	398	376099	105.82	103.13
	"Orleans County, NY"	"36073"	93	41984	221.51	179.73
	"Oswego County, NY"	"36075"	256	120913	211.72	177.23
	"Otsego County, NY"	"36077"	141	61128	230.66	170.66
	"Putnam County, NY"	"36079"	83	99487	83.43	75.60
	"Queens County, NY"	"36081"	993	2321580	42.77	38.20
	"Rensselaer County, NY"	"36083"	247	159774	154.59	129.64
	"Richmond County, NY"	"36085"	277	473279	58.53	53.45
	"Rockland County, NY"	"36087"	217	323866	67.00	59.64
	"St. Lawrence County, NY"	"36089"	220	111400	197.49	167.62
	"Saratoga County, NY"	"36091"	342	224921	152.05	125.46
	"Schenectady County, NY"	"36093"	178	155735	114.30	91.55
	"Schoharie County, NY"	"36095"	57	31566	180.57	129.67
	"Schuyler County, NY"	"36097"	49	18479	265.17	182.22
	"Seneca County, NY"	"36099"	83	34884	237.93	180.30
	"Steuben County, NY"	"36101"	203	98394	206.31	153.80
	"Suffolk County, NY"	"36103"	1264	1502968	84.10	73.30
	"Sullivan County, NY"	"36105"	135	75943	177.76	145.08
	"Tioga County, NY"	"36107"	112	49870	224.58	172.34
	"Tompkins County, NY"	"36109"	122	104691	116.53	124.32
	"Ulster County, NY"	"36111"	273	180445	151.29	115.81
	"Warren County, NY"	"36113"	181	64973	278.58	185.99
	"Washington County, NY"	"36115"	137	62372	219.65	164.40
	"Wayne County, NY"	"36117"	136	92051	147.74	117.92
	"Westchester County, NY"	"36119"	703	972634	72.28	57.60
	"Wyoming County, NY"	"36121"	52	41188	126.25	103.33
	"Yates County, NY"	"36123"	56	25208	222.15	160.88
	"Alamance County, NC"	"37001"	280	155792	179.73	145.00
	"Alexander County, NC"	"37003"	71	37392	189.88	145.54
	"Alleghany County, NC"	"37005"	22	10879	202.22	134.37
	"Anson County, NC"	"37007"	40	25765	155.25	125.74
	"Ashe County, NC"	"37009"	71	27126	261.74	159.13
	"Avery County, NC"	"37011"	26	17773	146.29	105.89
	"Beaufort County, NC"	"37013"	126	47585	264.79	174.70
	"Bertie County, NC"	"37015"	38	20106	189.00	135.95
	"Bladen County, NC"	"37017"	81	34657	233.72	173.60
	"Brunswick County, NC"	"37019"	221	118836	185.97	128.20
	"Buncombe County, NC"	"37021"	349	250539	139.30	108.35
	"Burke County, NC"	"37023"	193	89486	215.68	165.94
	"Cabarrus County, NC"	"37025"	182	192103	94.74	94.23
	"Caldwell County, NC"	"37027"	204	81484	250.36	192.25
	"Camden County, NC"	"37029"	18	10331	Unreliable	Unreliable
	"Carteret County, NC"	"37031"	164	68811	238.33	160.98
	"Caswell County, NC"	"37033"	36	23082	155.97	113.76
	"Catawba County, NC"	"37035"	195	154534	126.19	103.64
	"Chatham County, NC"	"37037"	109	68698	158.67	96.23
	"Cherokee County, NC"	"37039"	66	27141	243.17	146.05
	"Chowan County, NC"	"37041"	31	14572	212.74	137.88
	"Clay County, NC"	"37043"	22	10581	207.92	119.66
	"Cleveland County, NC"	"37045"	209	97076	215.30	173.71
	"Columbus County, NC"	"37047"	75	56953	131.69	102.89
	"Craven County, NC"	"37049"	233	104510	222.95	186.45
	"Cumberland County, NC"	"37051"	376	326328	115.22	126.16
	"Currituck County, NC"	"37053"	17	24976	Unreliable	Unreliable
	"Dare County, NC"	"37055"	48	35104	136.74	111.70
	"Davidson County, NC"	"37057"	228	164072	138.96	115.89
	"Davie County, NC"	"37059"	77	41434	185.84	129.98
	"Duplin County, NC"	"37061"	76	59882	126.92	104.33
	"Durham County, NC"	"37063"	249	294460	84.56	91.56
	"Edgecombe County, NC"	"37065"	116	54933	211.17	171.03
	"Forsyth County, NC"	"37067"	476	365298	130.30	114.40
	"Franklin County, NC"	"37069"	80	62860	127.27	103.88
	"Gaston County, NC"	"37071"	295	211127	139.73	121.20
	"Gates County, NC"	"37073"	23	11567	198.84	154.35
	"Graham County, NC"	"37075"	18	8644	Unreliable	Unreliable
	"Granville County, NC"	"37077"	88	58500	150.43	129.09
	"Greene County, NC"	"37079"	44	21093	208.60	177.65
	"Guilford County, NC"	"37081"	618	512119	120.68	109.71
	"Halifax County, NC"	"37083"	75	52970	141.59	100.98
	"Harnett County, NC"	"37085"	156	126666	123.16	132.84
	"Haywood County, NC"	"37087"	128	59471	215.23	135.63
	"Henderson County, NC"	"37089"	177	111149	159.25	100.29
	"Hertford County, NC"	"37091"	39	24308	160.44	121.78
	"Hoke County, NC"	"37093"	51	51611	98.82	138.75
	"Hyde County, NC"	"37095"	Suppressed	5676	Suppressed	Suppressed
	"Iredell County, NC"	"37097"	232	166675	139.19	123.54
	"Jackson County, NC"	"37099"	59	40981	143.97	114.02
	"Johnston County, NC"	"37101"	167	181423	92.05	92.92
	"Jones County, NC"	"37103"	20	10076	198.49	131.82
	"Lee County, NC"	"37105"	88	59662	147.50	125.44
	"Lenoir County, NC"	"37107"	101	58485	172.69	130.44
	"Lincoln County, NC"	"37109"	118	79829	147.82	124.16
	"McDowell County, NC"	"37111"	89	44965	197.93	139.90
	"Macon County, NC"	"37113"	77	33875	227.31	145.40
	"Madison County, NC"	"37115"	45	21157	212.70	157.61
	"Martin County, NC"	"37117"	65	23454	277.14	188.49
	"Mecklenburg County, NC"	"37119"	627	1012539	61.92	68.94
	"Mitchell County, NC"	"37121"	34	15311	222.06	151.74
	"Montgomery County, NC"	"37123"	54	27395	197.12	139.76
	"Moore County, NC"	"37125"	148	93077	159.01	103.73
	"Nash County, NC"	"37127"	130	94357	137.77	110.67
	"New Hanover County, NC"	"37129"	202	216298	93.39	81.93
	"Northampton County, NC"	"37131"	31	20463	151.49	103.06
	"Onslow County, NC"	"37133"	178	187589	94.89	139.55
	"Orange County, NC"	"37135"	135	140420	96.14	107.32
	"Pamlico County, NC"	"37137"	34	12948	262.59	173.46
	"Pasquotank County, NC"	"37139"	53	39787	133.21	113.33
	"Pender County, NC"	"37141"	66	56250	117.33	91.06
	"Perquimans County, NC"	"37143"	26	13466	193.08	122.04
	"Person County, NC"	"37145"	86	39132	219.77	166.36
	"Pitt County, NC"	"37147"	262	175354	149.41	163.97
	"Polk County, NC"	"37149"	43	20357	211.23	112.54
	"Randolph County, NC"	"37151"	277	142778	194.01	159.12
	"Richmond County, NC"	"37153"	83	45733	181.49	152.19
	"Robeson County, NC"	"37155"	198	134760	146.93	143.75
	"Rockingham County, NC"	"37157"	179	91696	195.21	140.66
	"Rowan County, NC"	"37159"	243	138630	175.29	145.54
	"Rutherford County, NC"	"37161"	177	66600	265.77	190.92
	"Sampson County, NC"	"37163"	123	64050	192.04	161.25
	"Scotland County, NC"	"37165"	64	35576	179.90	159.44
	"Stanly County, NC"	"37167"	135	60600	222.77	175.18
	"Stokes County, NC"	"37169"	77	46419	165.88	117.88
	"Surry County, NC"	"37171"	137	72968	187.75	140.40
	"Swain County, NC"	"37173"	26	14274	182.15	134.37
	"Transylvania County, NC"	"37175"	65	33045	196.70	116.06
	"Tyrrell County, NC"	"37177"	10	4115	Unreliable	Unreliable
	"Union County, NC"	"37179"	184	218568	84.18	89.39
	"Vance County, NC"	"37181"	74	44614	165.87	143.26
	"Wake County, NC"	"37183"	596	998691	59.68	69.97
	"Warren County, NC"	"37185"	23	20231	113.69	73.41
	"Washington County, NC"	"37187"	31	12570	246.62	168.04
	"Watauga County, NC"	"37189"	65	52560	123.67	117.73
	"Wayne County, NC"	"37191"	120	124456	96.42	82.19
	"Wilkes County, NC"	"37193"	168	68838	244.05	180.77
	"Wilson County, NC"	"37195"	101	81401	124.08	101.28
	"Yadkin County, NC"	"37197"	80	37792	211.69	165.08
	"Yancey County, NC"	"37199"	50	17614	283.87	193.57
	"Adams County, ND"	"38001"	Suppressed	2384	Suppressed	Suppressed
	"Barnes County, ND"	"38003"	22	11144	197.42	138.08
	"Benson County, ND"	"38005"	20	6833	292.70	306.45
	"Billings County, ND"	"38007"	Suppressed	901	Suppressed	Suppressed
	"Bottineau County, ND"	"38009"	16	6650	Unreliable	Unreliable
	"Bowman County, ND"	"38011"	12	3247	Unreliable	Unreliable
	"Burke County, ND"	"38013"	Suppressed	2245	Suppressed	Suppressed
	"Burleigh County, ND"	"38015"	128	90503	141.43	119.41
	"Cass County, ND"	"38017"	188	167005	112.57	125.56
	"Cavalier County, ND"	"38019"	Suppressed	3855	Suppressed	Suppressed
	"Dickey County, ND"	"38021"	Suppressed	5150	Suppressed	Suppressed
	"Divide County, ND"	"38023"	Suppressed	2432	Suppressed	Suppressed
	"Dunn County, ND"	"38025"	Suppressed	4399	Suppressed	Suppressed
	"Eddy County, ND"	"38027"	Suppressed	2377	Suppressed	Suppressed
	"Emmons County, ND"	"38029"	Suppressed	3422	Suppressed	Suppressed
	"Foster County, ND"	"38031"	Suppressed	3362	Suppressed	Suppressed
	"Golden Valley County, ND"	"38033"	Suppressed	1825	Suppressed	Suppressed
	"Grand Forks County, ND"	"38035"	104	70138	148.28	164.66
	"Grant County, ND"	"38037"	Suppressed	2361	Suppressed	Suppressed
